map_id,trip durations,trip lengths,runtime
instances\experiment\map1_14_251.txt,999999,999999,999999
instances\experiment\map1_14_252.txt,742,376,0.0245096
instances\experiment\map1_14_253.txt,490,357,0.0304152
instances\experiment\map1_14_254.txt,999999,999999,999999
instances\experiment\map1_14_255.txt,672,389,0.0294246
instances\experiment\map1_14_256.txt,999999,999999,999999
instances\experiment\map1_14_257.txt,532,366,0.0202105
instances\experiment\map1_14_258.txt,999999,999999,999999
instances\experiment\map1_14_259.txt,999999,999999,999999
instances\experiment\map1_14_26.txt,462,372,0.0165939
instances\experiment\map1_14_260.txt,532,400,0.0217934
instances\experiment\map1_14_261.txt,999999,999999,999999
instances\experiment\map1_14_262.txt,504,360,0.0158644
instances\experiment\map1_14_263.txt,462,373,0.023724
instances\experiment\map1_14_264.txt,999999,999999,999999
instances\experiment\map1_14_265.txt,406,334,0.0141628
instances\experiment\map1_14_266.txt,630,427,0.0218814
instances\experiment\map1_14_267.txt,999999,999999,999999
instances\experiment\map1_14_268.txt,999999,999999,999999
instances\experiment\map1_14_269.txt,999999,999999,999999
instances\experiment\map1_14_27.txt,420,332,0.0171027
instances\experiment\map1_14_270.txt,999999,999999,999999
instances\experiment\map1_14_271.txt,896,443,0.0219201
instances\experiment\map1_14_272.txt,392,333,0.0179103
instances\experiment\map1_14_273.txt,999999,999999,999999
instances\experiment\map1_14_274.txt,999999,999999,999999
instances\experiment\map1_14_275.txt,518,380,0.0194454
instances\experiment\map1_14_276.txt,392,340,0.017317
instances\experiment\map1_14_277.txt,560,372,0.0161644
instances\experiment\map1_14_278.txt,448,338,0.014464
instances\experiment\map1_14_279.txt,476,358,0.0158591
instances\experiment\map1_14_28.txt,448,354,0.0208668
instances\experiment\map1_14_280.txt,999999,999999,999999
instances\experiment\map1_14_281.txt,504,361,0.0167338
instances\experiment\map1_14_282.txt,999999,999999,999999
instances\experiment\map1_14_283.txt,1050,450,0.0309979
instances\experiment\map1_14_284.txt,490,369,0.0427159
instances\experiment\map1_14_285.txt,644,377,0.0263608
instances\experiment\map1_14_286.txt,406,330,0.0235499
instances\experiment\map1_14_287.txt,350,318,0.0106404
instances\experiment\map1_14_288.txt,999999,999999,999999
instances\experiment\map1_14_289.txt,999999,999999,999999
instances\experiment\map1_14_29.txt,999999,999999,999999
instances\experiment\map1_14_290.txt,999999,999999,999999
instances\experiment\map1_14_291.txt,504,354,0.0195031
instances\experiment\map1_14_292.txt,406,339,0.0374891
instances\experiment\map1_14_293.txt,999999,999999,999999
instances\experiment\map1_14_294.txt,999999,999999,999999
instances\experiment\map1_14_295.txt,602,363,0.0188804
instances\experiment\map1_14_296.txt,518,361,0.0418338
instances\experiment\map1_14_297.txt,999999,999999,999999
instances\experiment\map1_14_298.txt,392,338,0.0453006
instances\experiment\map1_14_299.txt,999999,999999,999999
instances\experiment\map1_14_3.txt,462,353,0.0307451
instances\experiment\map1_14_30.txt,999999,999999,999999
instances\experiment\map1_14_300.txt,518,368,0.0179894
instances\experiment\map1_14_301.txt,999999,999999,999999
instances\experiment\map1_14_302.txt,434,352,0.0161116
instances\experiment\map1_14_303.txt,999999,999999,999999
instances\experiment\map1_14_304.txt,560,390,0.0188476
instances\experiment\map1_14_305.txt,999999,999999,999999
instances\experiment\map1_14_306.txt,999999,999999,999999
instances\experiment\map1_14_307.txt,1022,480,0.0298267
instances\experiment\map1_14_308.txt,560,406,0.0204145
instances\experiment\map1_14_309.txt,999999,999999,999999
instances\experiment\map1_14_31.txt,658,392,0.02311
instances\experiment\map1_14_310.txt,999999,999999,999999
instances\experiment\map1_14_311.txt,999999,999999,999999
instances\experiment\map1_14_312.txt,560,382,0.0195023
instances\experiment\map1_14_313.txt,999999,999999,999999
instances\experiment\map1_14_314.txt,420,339,0.0154071
instances\experiment\map1_14_315.txt,462,361,0.0153409
instances\experiment\map1_14_316.txt,434,376,0.0169163
instances\experiment\map1_14_317.txt,999999,999999,999999
instances\experiment\map1_14_318.txt,644,388,0.0178776
instances\experiment\map1_14_319.txt,448,357,0.0225903
instances\experiment\map1_14_32.txt,644,370,0.021064
instances\experiment\map1_14_320.txt,999999,999999,999999
instances\experiment\map1_14_321.txt,476,354,0.0530233
instances\experiment\map1_14_322.txt,476,358,0.0477029
instances\experiment\map1_14_323.txt,999999,999999,999999
instances\experiment\map1_14_324.txt,999999,999999,999999
instances\experiment\map1_14_325.txt,560,376,0.0362612
instances\experiment\map1_14_326.txt,574,393,0.0345787
instances\experiment\map1_14_327.txt,490,364,0.0458168
instances\experiment\map1_14_328.txt,560,372,0.041569
instances\experiment\map1_14_329.txt,999999,999999,999999
instances\experiment\map1_14_33.txt,1862,569,0.0349576
instances\experiment\map1_14_330.txt,952,487,0.0251508
instances\experiment\map1_14_331.txt,504,373,0.0294447
instances\experiment\map1_14_332.txt,518,373,0.016374
instances\experiment\map1_14_333.txt,999999,999999,999999
instances\experiment\map1_14_334.txt,999999,999999,999999
instances\experiment\map1_14_335.txt,999999,999999,999999
instances\experiment\map1_14_336.txt,999999,999999,999999
instances\experiment\map1_14_337.txt,999999,999999,999999
instances\experiment\map1_14_338.txt,999999,999999,999999
instances\experiment\map1_14_339.txt,574,363,0.0208647
instances\experiment\map1_14_34.txt,784,404,0.0258957
instances\experiment\map1_14_340.txt,999999,999999,999999
instances\experiment\map1_14_341.txt,770,445,0.0266353
instances\experiment\map1_14_342.txt,504,381,0.0419734
instances\experiment\map1_14_343.txt,518,386,0.0348292
instances\experiment\map1_14_344.txt,630,438,0.0265813
instances\experiment\map1_14_345.txt,999999,999999,999999
instances\experiment\map1_14_346.txt,999999,999999,999999
instances\experiment\map1_14_347.txt,999999,999999,999999
instances\experiment\map1_14_348.txt,742,392,0.0373928
instances\experiment\map1_14_349.txt,630,367,0.0205229
instances\experiment\map1_14_35.txt,490,361,0.0178222
instances\experiment\map1_14_36.txt,999999,999999,999999
instances\experiment\map1_14_37.txt,980,502,0.0228647
instances\experiment\map1_14_38.txt,462,348,0.0171159
instances\experiment\map1_14_39.txt,504,373,0.0190318
instances\experiment\map1_14_4.txt,999999,999999,999999
instances\experiment\map1_14_40.txt,999999,999999,999999
instances\experiment\map1_14_41.txt,574,392,0.0209465
instances\experiment\map1_14_42.txt,420,344,0.0131194
instances\experiment\map1_14_43.txt,1246,502,0.0307972
instances\experiment\map1_14_44.txt,999999,999999,999999
instances\experiment\map1_14_45.txt,420,331,0.0143041
instances\experiment\map1_14_46.txt,504,366,0.0178095
instances\experiment\map1_14_47.txt,378,329,0.0155097
instances\experiment\map1_14_48.txt,378,339,0.0136277
instances\experiment\map1_14_49.txt,999999,999999,999999
instances\experiment\map1_14_5.txt,476,336,0.0165064
instances\experiment\map1_14_50.txt,560,373,0.0197298
instances\experiment\map1_14_51.txt,518,340,0.0179467
instances\experiment\map1_14_52.txt,434,341,0.0202164
instances\experiment\map1_14_53.txt,532,370,0.0171819
instances\experiment\map1_14_54.txt,476,356,0.0175214
instances\experiment\map1_14_55.txt,854,440,0.0338336
instances\experiment\map1_14_56.txt,532,383,0.0213617
instances\experiment\map1_14_57.txt,560,396,0.0224815
instances\experiment\map1_14_58.txt,999999,999999,999999
instances\experiment\map1_14_59.txt,999999,999999,999999
instances\experiment\map1_14_6.txt,999999,999999,999999
instances\experiment\map1_14_60.txt,1232,473,0.0297547
instances\experiment\map1_14_61.txt,476,360,0.0175535
instances\experiment\map1_14_62.txt,490,363,0.0178247
instances\experiment\map1_14_63.txt,588,359,0.0238815
instances\experiment\map1_14_64.txt,490,365,0.0202882
instances\experiment\map1_14_65.txt,999999,999999,999999
instances\experiment\map1_14_66.txt,999999,999999,999999
instances\experiment\map1_14_67.txt,999999,999999,999999
instances\experiment\map1_14_68.txt,462,345,0.0160361
instances\experiment\map1_14_69.txt,588,343,0.0214497
instances\experiment\map1_14_7.txt,616,390,0.0185249
instances\experiment\map1_14_70.txt,999999,999999,999999
instances\experiment\map1_14_71.txt,999999,999999,999999
instances\experiment\map1_14_72.txt,462,350,0.0165316
instances\experiment\map1_14_73.txt,999999,999999,999999
instances\experiment\map1_14_74.txt,546,378,0.0179718
instances\experiment\map1_14_75.txt,602,414,0.0220411
instances\experiment\map1_14_76.txt,378,318,0.0320843
instances\experiment\map1_14_77.txt,770,397,0.0786266
instances\experiment\map1_14_78.txt,532,354,0.052614
instances\experiment\map1_14_79.txt,999999,999999,999999
instances\experiment\map1_14_8.txt,490,376,0.0174168
instances\experiment\map1_14_80.txt,420,358,0.030807
instances\experiment\map1_14_81.txt,882,398,0.019328
instances\experiment\map1_14_82.txt,999999,999999,999999
instances\experiment\map1_14_83.txt,518,362,0.04212
instances\experiment\map1_14_84.txt,999999,999999,999999
instances\experiment\map1_14_85.txt,560,375,0.0173033
instances\experiment\map1_14_86.txt,999999,999999,999999
instances\experiment\map1_14_87.txt,686,406,0.0187425
instances\experiment\map1_14_88.txt,999999,999999,999999
instances\experiment\map1_14_89.txt,999999,999999,999999
instances\experiment\map1_14_9.txt,546,398,0.0230464
instances\experiment\map1_14_90.txt,999999,999999,999999
instances\experiment\map1_14_91.txt,588,377,0.024118
instances\experiment\map1_14_92.txt,999999,999999,999999
instances\experiment\map1_14_93.txt,560,371,0.0210853
instances\experiment\map1_14_94.txt,1148,454,0.0269837
instances\experiment\map1_14_95.txt,462,344,0.0187637
instances\experiment\map1_14_96.txt,714,435,0.0242046
instances\experiment\map1_14_97.txt,490,371,0.0224877
instances\experiment\map1_14_98.txt,504,380,0.0174726
instances\experiment\map1_14_99.txt,999999,999999,999999
instances\experiment\map1_18_0.txt,999999,999999,999999
instances\experiment\map1_18_1.txt,999999,999999,999999
instances\experiment\map1_18_10.txt,999999,999999,999999
instances\experiment\map1_18_100.txt,999999,999999,999999
instances\experiment\map1_18_101.txt,999999,999999,999999
instances\experiment\map1_18_102.txt,999999,999999,999999
instances\experiment\map1_18_103.txt,999999,999999,999999
instances\experiment\map1_18_104.txt,999999,999999,999999
instances\experiment\map1_18_105.txt,999999,999999,999999
instances\experiment\map1_18_106.txt,999999,999999,999999
instances\experiment\map1_18_107.txt,999999,999999,999999
instances\experiment\map1_18_108.txt,999999,999999,999999
instances\experiment\map1_18_109.txt,999999,999999,999999
instances\experiment\map1_18_11.txt,999999,999999,999999
instances\experiment\map1_18_110.txt,999999,999999,999999
instances\experiment\map1_18_111.txt,999999,999999,999999
instances\experiment\map1_18_112.txt,999999,999999,999999
instances\experiment\map1_18_113.txt,999999,999999,999999
instances\experiment\map1_18_114.txt,999999,999999,999999
instances\experiment\map1_18_115.txt,999999,999999,999999
instances\experiment\map1_18_116.txt,999999,999999,999999
instances\experiment\map1_18_117.txt,999999,999999,999999
instances\experiment\map1_18_118.txt,999999,999999,999999
instances\experiment\map1_18_119.txt,999999,999999,999999
instances\experiment\map1_18_12.txt,999999,999999,999999
instances\experiment\map1_18_120.txt,999999,999999,999999
instances\experiment\map1_18_121.txt,999999,999999,999999
instances\experiment\map1_18_122.txt,999999,999999,999999
instances\experiment\map1_18_123.txt,999999,999999,999999
instances\experiment\map1_18_124.txt,999999,999999,999999
instances\experiment\map1_18_125.txt,999999,999999,999999
instances\experiment\map1_18_126.txt,999999,999999,999999
instances\experiment\map1_18_127.txt,702,490,0.0343283
instances\experiment\map1_18_128.txt,999999,999999,999999
instances\experiment\map1_18_129.txt,999999,999999,999999
instances\experiment\map1_18_13.txt,999999,999999,999999
instances\experiment\map1_18_130.txt,999999,999999,999999
instances\experiment\map1_18_131.txt,999999,999999,999999
instances\experiment\map1_18_132.txt,999999,999999,999999
instances\experiment\map1_18_133.txt,1368,606,0.0437356
instances\experiment\map1_18_134.txt,612,504,0.032562
instances\experiment\map1_18_135.txt,999999,999999,999999
instances\experiment\map1_18_136.txt,999999,999999,999999
instances\experiment\map1_18_137.txt,999999,999999,999999
instances\experiment\map1_18_138.txt,999999,999999,999999
instances\experiment\map1_18_139.txt,999999,999999,999999
instances\experiment\map1_18_14.txt,999999,999999,999999
instances\experiment\map1_18_140.txt,999999,999999,999999
instances\experiment\map1_18_141.txt,999999,999999,999999
instances\experiment\map1_18_142.txt,999999,999999,999999
instances\experiment\map1_18_143.txt,999999,999999,999999
instances\experiment\map1_18_144.txt,999999,999999,999999
instances\experiment\map1_18_145.txt,999999,999999,999999
instances\experiment\map1_18_146.txt,999999,999999,999999
instances\experiment\map1_18_147.txt,999999,999999,999999
instances\experiment\map1_18_148.txt,999999,999999,999999
instances\experiment\map1_18_149.txt,999999,999999,999999
instances\experiment\map1_18_15.txt,999999,999999,999999
instances\experiment\map1_18_150.txt,999999,999999,999999
instances\experiment\map1_18_151.txt,999999,999999,999999
instances\experiment\map1_18_152.txt,999999,999999,999999
instances\experiment\map1_18_153.txt,999999,999999,999999
instances\experiment\map1_18_154.txt,999999,999999,999999
instances\experiment\map1_18_155.txt,999999,999999,999999
instances\experiment\map1_18_156.txt,999999,999999,999999
instances\experiment\map1_18_157.txt,999999,999999,999999
instances\experiment\map1_18_158.txt,999999,999999,999999
instances\experiment\map1_18_159.txt,999999,999999,999999
instances\experiment\map1_18_16.txt,999999,999999,999999
instances\experiment\map1_18_160.txt,540,428,0.0232551
instances\experiment\map1_18_161.txt,999999,999999,999999
instances\experiment\map1_18_162.txt,792,468,0.0396503
instances\experiment\map1_18_163.txt,999999,999999,999999
instances\experiment\map1_18_164.txt,1422,634,0.0512153
instances\experiment\map1_18_165.txt,999999,999999,999999
instances\experiment\map1_18_166.txt,999999,999999,999999
instances\experiment\map1_18_167.txt,999999,999999,999999
instances\experiment\map1_18_168.txt,999999,999999,999999
instances\experiment\map1_18_169.txt,999999,999999,999999
instances\experiment\map1_18_17.txt,999999,999999,999999
instances\experiment\map1_18_170.txt,999999,999999,999999
instances\experiment\map1_18_171.txt,999999,999999,999999
instances\experiment\map1_18_172.txt,999999,999999,999999
instances\experiment\map1_18_173.txt,999999,999999,999999
instances\experiment\map1_18_174.txt,999999,999999,999999
instances\experiment\map1_18_175.txt,792,488,0.0801367
instances\experiment\map1_18_176.txt,999999,999999,999999
instances\experiment\map1_18_177.txt,999999,999999,999999
instances\experiment\map1_18_178.txt,999999,999999,999999
instances\experiment\map1_18_179.txt,999999,999999,999999
instances\experiment\map1_18_18.txt,648,470,0.0302003
instances\experiment\map1_18_180.txt,756,508,0.0390691
instances\experiment\map1_18_181.txt,999999,999999,999999
instances\experiment\map1_18_182.txt,702,484,0.0313572
instances\experiment\map1_18_183.txt,999999,999999,999999
instances\experiment\map1_18_184.txt,999999,999999,999999
instances\experiment\map1_18_185.txt,999999,999999,999999
instances\experiment\map1_18_186.txt,999999,999999,999999
instances\experiment\map1_18_187.txt,999999,999999,999999
instances\experiment\map1_18_188.txt,999999,999999,999999
instances\experiment\map1_18_189.txt,999999,999999,999999
instances\experiment\map1_18_19.txt,666,492,0.0295879
instances\experiment\map1_18_190.txt,999999,999999,999999
instances\experiment\map1_18_191.txt,999999,999999,999999
instances\experiment\map1_18_192.txt,999999,999999,999999
instances\experiment\map1_18_193.txt,999999,999999,999999
instances\experiment\map1_18_194.txt,999999,999999,999999
instances\experiment\map1_18_195.txt,594,418,0.0264179
instances\experiment\map1_18_196.txt,999999,999999,999999
instances\experiment\map1_18_197.txt,999999,999999,999999
